"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,
Rank,Full Journal Title,ISSN,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
5044,Scandinavian Journal of Surgery,1457-4969,928,1.925,2.010,0.001840
5051,BIOCONTROL,1386-6141,"2,245",1.924,2.087,0.002660
5051,PREVENTIVE VETERINARY MEDICINE,0167-5877,"6,639",1.924,2.399,0.009660
5051,Personal and Ubiquitous Computing,1617-4909,"2,226",1.924,2.215,0.003570
5051,World Neurosurgery,1878-8750,"6,696",1.924,2.326,0.018200
5055,Journal of Burn Care & Research,1559-047X,"3,036",1.923,1.972,0.004510
5055,MEDICAL ENGINEERING & PHYSICS,1350-4533,"5,908",1.923,2.180,0.007770
5055,PHYSICS AND CHEMISTRY OF THE EARTH,1474-7065,"4,137",1.923,2.228,0.003380
5058,INSTRUCTIONAL SCIENCE,0020-4277,"2,022",1.922,2.620,0.002520
5058,Molecular Medicine Reports,1791-2997,"11,289",1.922,1.912,0.027690
5060,Heart Lung and Circulation,1443-9506,"2,080",1.921,1.585,0.005260
5060,International Journal of Astrobiology,1473-5504,558,1.921,1.441,0.001270
5060,JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,1080-7683,"2,228",1.921,1.963,0.003710
5060,Lighting Research & Technology,1477-1535,"1,393",1.921,1.956,0.001570
5064,BIOINORGANIC CHEMISTRY AND APPLICATIONS,1565-3633,771,1.920,2.482,0.000990
5064,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,0147-9571,"1,593",1.920,2.149,0.002450
5064,CROP PROTECTION,0261-2194,"7,329",1.920,2.149,0.008440
5064,Heart Failure Clinics,1551-7136,886,1.920,2.051,0.002390
5064,Journal of Natural Medicines,1340-3443,"1,673",1.920,1.830,0.002390
5064,RESOURCE AND ENERGY ECONOMICS,0928-7655,"1,895",1.920,2.524,0.002610
5064,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,0361-5995,"21,836",1.920,2.270,0.009030
5071,BLOOD PURIFICATION,0253-5068,"1,864",1.919,1.892,0.002970
5071,EUROPEAN FOOD RESEARCH AND TECHNOLOGY,1438-2377,"7,647",1.919,1.940,0.006430
5071,International Journal of Laboratory Hematology,1751-5521,"1,439",1.919,1.904,0.003570
5071,PHYSICAL THERAPY IN SPORT,1466-853X,"1,106",1.919,2.532,0.001990
5075,CLINICAL DRUG INVESTIGATION,1173-2563,"1,833",1.918,1.797,0.003590
5075,Engineering Applications of Computational Fluid Mechanics,1994-2060,642,1.918,1.719,0.001280
5075,PHARMACEUTICAL BIOLOGY,1388-0209,"4,359",1.918,1.823,0.005600
5078,PHOTOGRAMMETRIC RECORD,0031-868X,722,1.917,2.138,0.000620
5079,Annals of Laboratory Medicine,2234-3806,734,1.916,1.980,0.002670
5079,Emotion Space and Society,1755-4586,676,1.916,Not Available,0.001640
5079,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,0148-0731,"7,724",1.916,2.260,0.007850
5082,Annals of General Psychiatry,1744-859X,779,1.915,2.000,0.001400
5082,Annals of General Psychiatry,1744-859X,779,1.915,2.000,0.001400
5082,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,0098-2202,"7,151",1.915,1.902,0.005350
5085,CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,1386-0291,"2,055",1.914,1.603,0.002030
5085,International Review for the Sociology of Sport,1012-6902,"1,615",1.914,2.223,0.001370
5085,MYCOLOGICAL PROGRESS,1617-416X,"1,474",1.914,1.814,0.003380
5088,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,1322-7130,"2,062",1.913,2.231,0.001900
5088,BMC Medical Genetics,1471-2350,"2,915",1.913,2.168,0.005740
5088,IEEE MICRO,0272-1732,"1,499",1.913,2.190,0.002530
5088,Sexual Development,1661-5425,753,1.913,1.994,0.001670
5092,International Journal of Applied Glass Science,2041-1286,727,1.912,2.478,0.001770
5092,Journal of Nursing Management,0966-0429,"3,126",1.912,2.412,0.003730
5092,Journal of Nursing Management,0966-0429,"3,126",1.912,2.412,0.003730
5095,ENDOCRINE JOURNAL,0918-8959,"3,822",1.911,2.025,0.004770
5095,JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION,0920-5063,"4,228",1.911,1.902,0.002860
5095,MEMORY & COGNITION,0090-502X,"7,885",1.911,2.435,0.006840
5095,REVISTA DE SAUDE PUBLICA,0034-8910,"4,097",1.911,2.058,0.003930
5095,REVISTA DE SAUDE PUBLICA,0034-8910,"4,097",1.911,2.058,0.003930
5100,Transactions in GIS,1361-1682,"1,337",1.910,2.276,0.001900
5101,Crime and Justice-A Review of Research,0192-3234,"1,643",1.909,3.872,0.000850
5101,MARINE MAMMAL SCIENCE,0824-0469,"3,691",1.909,2.141,0.003980
5103,CLINICAL ANATOMY,0897-3806,"3,251",1.908,1.670,0.004330
5103,JOURNAL OF ONCOLOGY PHARMACY PRACTICE,1078-1552,934,1.908,Not Available,0.001990
5105,AMERICAN JOURNAL OF INTERNATIONAL LAW,0002-9300,"2,402",1.907,1.940,0.001760
5105,Child & Family Social Work,1356-7500,"1,744",1.907,2.377,0.001780
5107,Assessing Writing,1075-2935,490,1.906,Not Available,0.000630
5107,Global Health Action,1654-9880,"2,393",1.906,2.413,0.008850
5107,Global Health Action,1654-9880,"2,393",1.906,2.413,0.008850
5107,JOURNAL OF ENGINEERING DESIGN,0954-4828,"1,165",1.906,2.686,0.001130
5107,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1092-4388,"7,818",1.906,2.647,0.007430
5107,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1092-4388,"7,818",1.906,2.647,0.007430
5107,Journal of Comparative Effectiveness Research,2042-6305,446,1.906,1.698,0.002130
5114,JOURNAL OF PUBLIC ECONOMICS,0047-2727,"9,896",1.905,2.713,0.020510
5115,International Journal of Genomics,2314-436X,516,1.904,2.429,0.001610
5115,Nanotechnology Reviews,2191-9089,373,1.904,1.945,0.001010
5117,IAWA JOURNAL,0928-1541,"1,539",1.903,1.671,0.000880
5117,JOURNAL OF STRUCTURAL ENGINEERING,0733-9445,"15,090",1.903,2.420,0.012550
5117,KNEE,0968-0160,"4,191",1.903,2.334,0.008430
5117,Lymphatic Research and Biology,1539-6851,752,1.903,2.106,0.001110
5121,AMERICAN ANTIQUITY,0002-7316,"3,440",1.902,1.786,0.001700
5121,COGNITIVE LINGUISTICS,0936-5907,"1,083",1.902,2.297,0.001070
5121,Discourse-Studies in the Cultural Politics of Education,0159-6306,"1,257",1.902,1.993,0.002400
5121,PHYSICA SCRIPTA,0031-8949,"9,822",1.902,1.290,0.015320
5125,AJIDD-American Journal on Intellectual and Developmental Disabilities,1944-7515,826,1.901,2.908,0.002320
5125,JOURNAL OF APPLIED POLYMER SCIENCE,0021-8995,"50,841",1.901,1.760,0.036140
5125,NATURAL HAZARDS,0921-030X,"9,858",1.901,2.276,0.019810
5128,Current Research in Translational Medicine,2452-3186,65,1.900,1.900,0.000200
5128,Groundwater,0017-467X,"5,538",1.900,2.090,0.004640
5128,JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY,0167-482X,"1,262",1.900,2.364,0.001100
5128,JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY,0167-482X,"1,262",1.900,2.364,0.001100
5128,MECHANISMS OF DEVELOPMENT,0925-4773,"5,250",1.900,2.136,0.002560
5133,HEALTH EDUCATION & BEHAVIOR,1090-1981,"3,614",1.899,2.396,0.004270
5134,IEEE MULTIMEDIA,1070-986X,844,1.898,2.888,0.001880
5135,AGRONOMY JOURNAL,0002-1962,"13,569",1.897,1.985,0.008170
5135,CLINICS IN LABORATORY MEDICINE,0272-2712,"1,250",1.897,1.887,0.001900
5135,EUROPEAN JOURNAL OF OPHTHALMOLOGY,1120-6721,"2,473",1.897,1.395,0.003790
5135,JOURNAL OF PLANKTON RESEARCH,0142-7873,"6,329",1.897,2.196,0.005400
5139,International Journal of Mechanics and Materials in Design,1569-1713,623,1.896,2.192,0.001160
5139,JOURNAL OF ECT,1095-0680,"1,556",1.896,2.091,0.002100
5139,JOURNAL OF ECT,1095-0680,"1,556",1.896,2.091,0.002100
5142,Asian Journal of Surgery,1015-9584,719,1.895,1.602,0.001110
5142,IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,1094-6969,594,1.895,1.286,0.000890
5142,INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,0790-0627,"1,406",1.895,2.148,0.001650
5145,BRITISH JOURNAL OF SOCIOLOGY,0007-1315,"2,914",1.894,2.799,0.003240
5145,COMMUNICATION MONOGRAPHS,0363-7751,"2,513",1.894,2.422,0.001380
5145,ETHNOS,0014-1844,786,1.894,1.553,0.000850
5145,MEDICAL SCIENCE MONITOR,1643-3750,"6,918",1.894,1.800,0.009910
5145,URBAN AFFAIRS REVIEW,1078-0874,"1,685",1.894,1.871,0.001610
5150,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,1068-9583,"1,068",1.893,1.777,0.001490
5151,Frontiers of Physics,2095-0462,881,1.892,2.076,0.003210
5151,GENOME,0831-2796,"4,243",1.892,1.735,0.002620
5151,International Journal of Sustainable Transportation,1556-8318,740,1.892,2.365,0.001610
5151,PSYCHOLOGY PUBLIC POLICY AND LAW,1076-8971,"1,377",1.892,2.729,0.002340
5155,Annals of Global Health,2214-9996,458,1.891,2.449,0.001850
5155,Zeitschrift fur Medizinische Physik,0939-3889,519,1.891,2.108,0.001450
5157,Hellenic Journal of Cardiology,1109-9666,807,1.890,1.390,0.000980
5157,Toxicology Research,2045-452X,975,1.890,2.316,0.002470
5159,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,1326-0200,"3,069",1.889,1.968,0.003810
5159,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,1326-0200,"3,069",1.889,1.968,0.003810
5159,INFORMATION SOCIETY,0197-2243,"1,174",1.889,2.321,0.001070
5159,JOURNAL OF MEDICAL ETHICS,0306-6800,"3,620",1.889,1.705,0.005110
5159,JOURNAL OF MEDICAL ETHICS,0306-6800,"3,620",1.889,1.705,0.005110
5159,MOLECULAR BIOLOGY REPORTS,0301-4851,"7,887",1.889,1.707,0.017040
5165,FIRE SAFETY JOURNAL,0379-7112,"3,288",1.888,2.165,0.003480
5165,JOURNAL OF MICROMECHANICS AND MICROENGINEERING,0960-1317,"11,041",1.888,1.954,0.009650
5167,ACTA PALAEONTOLOGICA POLONICA,0567-7920,"1,988",1.887,1.709,0.002310
5167,ARCHIVES OF ANIMAL NUTRITION,1745-039X,"1,038",1.887,1.961,0.001270
5167,CANADIAN JOURNAL OF FOREST RESEARCH,0045-5067,"11,536",1.887,2.038,0.006490
5167,METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,1073-5623,"25,699",1.887,2.141,0.021940
5167,NEUROPATHOLOGY,0919-6544,"1,668",1.887,1.616,0.002560
5167,OPTICS COMMUNICATIONS,0030-4018,"21,801",1.887,1.573,0.022180
5167,Toxin Reviews,1556-9543,361,1.887,1.606,0.000380
5174,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,1522-6514,"2,125",1.886,2.004,0.002560
5174,JOURNAL OF RISK AND UNCERTAINTY,0895-5646,"2,470",1.886,2.226,0.002070
5174,Semiconductors and Semimetals,0080-8784,570,1.886,1.662,0.000410
5177,ASTROPHYSICS AND SPACE SCIENCE,0004-640X,"7,326",1.885,1.554,0.013130
5177,Applied Health Economics and Health Policy,1175-5652,900,1.885,Not Available,0.002740
5177,Applied Health Economics and Health Policy,1175-5652,900,1.885,Not Available,0.002740
5177,EUROPEAN UNION POLITICS,1465-1165,"1,246",1.885,2.850,0.002750
5177,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,1093-3263,"6,519",1.885,1.806,0.003620
5182,Earth Interactions,1087-3562,870,1.884,2.370,0.001160
5182,International Environmental Agreements-Politics Law and Economics,1567-9764,549,1.884,1.858,0.001140
5184,DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,0363-9045,"5,621",1.883,1.836,0.004290
5185,JOURNAL OF MATHEMATICAL CHEMISTRY,0259-9791,"2,485",1.882,1.319,0.003100
5185,JOURNAL OF SPINAL CORD MEDICINE,1079-0268,"2,333",1.882,2.197,0.003300
5187,APPLIED PHYSICS B-LASERS AND OPTICS,0946-2171,"10,704",1.881,1.761,0.013170
5187,ELECTRONIC JOURNAL OF BIOTECHNOLOGY,0717-3458,"1,458",1.881,1.591,0.001350
5187,FOOD AND NUTRITION BULLETIN,0379-5721,"2,505",1.881,2.006,0.003000
5187,Health Economics Policy and Law,1744-1331,464,1.881,1.936,0.001150
5187,PROTEIN ENGINEERING DESIGN & SELECTION,1741-0126,"4,964",1.881,2.283,0.004010
5192,GENDER WORK AND ORGANIZATION,0968-6673,"1,737",1.880,2.760,0.001680
5193,JOURNAL OF FLUORINE CHEMISTRY,0022-1139,"6,627",1.879,1.862,0.006010
5194,American Journal of Health Economics,2332-3493,90,1.878,1.902,0.000900
5194,EXPERIMENTAL LUNG RESEARCH,0190-2148,"1,201",1.878,1.730,0.001500
5194,Seminars in Pediatric Neurology,1071-9091,"1,045",1.878,2.077,0.001430
5197,Assessment & Evaluation in Higher Education,0260-2938,"3,057",1.877,2.358,0.001980
5197,COMPTES RENDUS CHIMIE,1631-0748,"3,114",1.877,1.699,0.003140
5197,Evolutionary Bioinformatics,1176-9343,"1,130",1.877,1.710,0.001480
5197,POLITICAL BEHAVIOR,0190-9320,"2,090",1.877,2.596,0.004720
5201,Games for Health Journal,2161-783X,469,1.876,1.770,0.001250
5201,International Journal of Sustainability in Higher Education,1467-6370,"1,407",1.876,2.443,0.000440
5201,NURSING ETHICS,0969-7330,"1,773",1.876,2.199,0.002070
5201,NURSING ETHICS,0969-7330,"1,773",1.876,2.199,0.002070
5205,Advances in Physical Organic Chemistry,0065-3160,302,1.875,1.778,0.000170
5205,CELL COMMUNICATION AND ADHESION,1541-9061,445,1.875,1.968,0.000480
5205,Human Resource Development Quarterly,1044-8004,"1,268",1.875,2.609,0.000550
5205,UCLA LAW REVIEW,0041-5650,"1,321",1.875,2.313,0.001670
5209,FISHERIES RESEARCH,0165-7836,"7,849",1.874,2.172,0.009110
5209,MARINE MICROPALEONTOLOGY,0377-8398,"3,248",1.874,2.253,0.002440
5209,Waste and Biomass Valorization,1877-2641,"1,239",1.874,1.787,0.002040
5212,European Journal of Criminology,1477-3708,924,1.873,1.940,0.001580
5212,INFANCY,1525-0008,"1,690",1.873,2.724,0.002890
5212,MEMORY,0965-8211,"3,277",1.873,2.020,0.004270
5212,THEORETICAL CRIMINOLOGY,1362-4806,"1,188",1.873,2.925,0.001800
5216,AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1079-2082,"4,809",1.872,2.126,0.006250
5216,BIOLOGICALS,1045-1056,"1,448",1.872,1.736,0.002040
5216,JOURNAL OF PETROLEUM GEOLOGY,0141-6421,866,1.872,1.677,0.000920
5219,Emerging Markets Review,1566-0141,"1,048",1.871,2.621,0.001390
5219,JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X,"3,383",1.871,2.238,0.006200
5219,Research in Sports Medicine,1543-8627,550,1.871,1.854,0.000900
5222,Animal,1751-7311,"5,017",1.870,2.253,0.010430
5222,Australian Meteorological and Oceanographic Journal,1836-716X,350,1.870,1.772,0.001220
5222,BIOPHYSICAL CHEMISTRY,0301-4622,"4,343",1.870,1.963,0.002790
5222,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,0959-6801,571,1.870,2.124,0.000830
5222,SEMINARS IN NEUROLOGY,0271-8235,"1,749",1.870,2.190,0.002730
5227,ADVANCES IN ATMOSPHERIC SCIENCES,0256-1530,"2,820",1.869,1.754,0.005460
5227,ANTI-CANCER DRUGS,0959-4973,"3,659",1.869,1.952,0.003860
5227,Friction,2223-7690,306,1.869,2.369,0.000990
5227,GROUP DECISION AND NEGOTIATION,0926-2644,"1,047",1.869,1.698,0.001370
5227,IEEE Transactions on Haptics,1939-1412,838,1.869,2.268,0.001610
5227,IEEE Transactions on Learning Technologies,1939-1382,623,1.869,2.500,0.001140
5227,IEEE Transactions on Learning Technologies,1939-1382,623,1.869,2.500,0.001140
5227,Transplant Infectious Disease,1398-2273,"2,361",1.869,1.986,0.005910
5235,JOURNAL OF MOLECULAR RECOGNITION,0952-3499,"2,172",1.868,1.901,0.002340
5236,Childrens Geographies,1473-3285,"1,122",1.867,2.555,0.001550
5236,Geoscience Data Journal,2049-6060,84,1.867,2.548,0.000460
5236,INTERNATIONAL JOURNAL OF PSYCHOLOGY,0020-7594,"2,330",1.867,2.287,0.003440
5236,JOURNAL OF EXPERIMENTAL EDUCATION,0022-0973,"1,452",1.867,2.451,0.001720
5236,Physical Medicine and Rehabilitation Clinics of North America,1047-9651,"1,315",1.867,1.936,0.002030
5236,Public Health Genomics,1662-4246,674,1.867,1.891,0.001910
5236,Public Health Genomics,1662-4246,674,1.867,1.891,0.001910
5243,HEALTH PROMOTION INTERNATIONAL,0957-4824,"2,988",1.866,2.176,0.003130
5243,HEALTH PROMOTION INTERNATIONAL,0957-4824,"2,988",1.866,2.176,0.003130
5243,Journal of Health Services Research & Policy,1355-8196,"1,978",1.866,2.113,0.002250
5243,MICROBIOLOGY-SGM,1350-0872,"17,887",1.866,2.424,0.012340
5247,ANTICANCER RESEARCH,0250-7005,"19,602",1.865,1.876,0.022440
5247,ATLA-ALTERNATIVES TO LABORATORY ANIMALS,0261-1929,983,1.865,1.323,0.000450
5247,BMC Pharmacology & Toxicology,2050-6511,617,1.865,2.282,0.001910
5247,Contact Lens & Anterior Eye,1367-0484,"1,273",1.865,1.988,0.002220
5247,JOURNAL OF ADOLESCENCE,0140-1971,"5,776",1.865,2.802,0.009290
5247,JOURNAL OF RECONSTRUCTIVE MICROSURGERY,0743-684X,"1,896",1.865,1.733,0.003080
5247,Journal of Cognition and Development,1524-8372,"1,104",1.865,2.277,0.002660
5247,LICHENOLOGIST,0024-2829,"1,497",1.865,1.741,0.001600
5247,POLICE QUARTERLY,1098-6111,871,1.865,2.283,0.000850
5256,ANNALS OF OPERATIONS RESEARCH,0254-5330,"6,296",1.864,1.943,0.010400
5256,Environment and Planning C-Politics and Space,2399-6544,"2,146",1.864,2.565,0.003700
5258,CLINICAL BIOMECHANICS,0268-0033,"8,064",1.863,2.248,0.008750
5258,Disability and Health Journal,1936-6574,979,1.863,2.129,0.002890
5258,Disability and Health Journal,1936-6574,979,1.863,2.129,0.002890
5258,EUROPEAN PLANNING STUDIES,0965-4313,"3,001",1.863,2.157,0.003550
5258,International Journal of Entrepreneurial Behaviour & Research,1355-2554,"1,277",1.863,Not Available,0.000640
5258,Men and Masculinities,1097-184X,919,1.863,2.000,0.001310
5258,PHYSICS LETTERS A,0375-9601,"26,554",1.863,1.776,0.021650
5265,ACTA PSYCHOLOGICA,0001-6918,"5,738",1.862,2.223,0.008700
5265,HYSTRIX-Italian Journal of Mammalogy,0394-1914,621,1.862,3.331,0.002250
5265,Journal of Comparative Policy Analysis,1387-6988,569,1.862,1.778,0.001180
5265,MIS Quarterly Executive,1540-1960,459,1.862,1.987,0.000550
5265,Preventing Chronic Disease,1545-1151,"4,250",1.862,2.642,0.014530
5265,Preventing Chronic Disease,1545-1151,"4,250",1.862,2.642,0.014530
5271,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,2329-8456,"2,061",1.861,1.726,0.001380
5271,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,2329-8456,"2,061",1.861,1.726,0.001380
5271,SOLID STATE SCIENCES,1293-2558,"6,432",1.861,1.892,0.005470
5274,Annals of Dermatology,1013-9087,"1,358",1.860,2.005,0.002800
5274,COMPUTERS & MATHEMATICS WITH APPLICATIONS,0898-1221,"13,723",1.860,2.080,0.018370
5274,GEOGRAPHICAL ANALYSIS,0016-7363,"2,504",1.860,2.327,0.001160
5274,JOURNAL OF CONSUMER AFFAIRS,0022-0078,"1,428",1.860,1.852,0.000850
5274,Planning Theory & Practice,1464-9357,921,1.860,Not Available,0.001350
5279,CLIMATE RESEARCH,0936-577X,"4,410",1.859,2.311,0.003550
5279,Gastroenterology Research and Practice,1687-6121,"2,255",1.859,1.963,0.006840
5279,JOURNAL OF COMPUTER ASSISTED LEARNING,0266-4909,"2,143",1.859,3.055,0.002010
5279,Journal of Occupational Medicine and Toxicology,1745-6673,780,1.859,1.862,0.001230
5279,SCIENCE AND ENGINEERING ETHICS,1353-3452,"1,496",1.859,2.038,0.002520
5279,SCIENCE AND ENGINEERING ETHICS,1353-3452,"1,496",1.859,2.038,0.002520
5285,Child Indicators Research,1874-897X,602,1.858,1.704,0.001540
5285,JOURNAL OF OCCUPATIONAL REHABILITATION,1053-0487,"2,015",1.858,2.403,0.002820
5285,JOURNAL OF POROUS MATERIALS,1380-2224,"2,348",1.858,1.627,0.003080
5288,BioData Mining,1756-0381,427,1.857,2.068,0.001500
5288,Information and Organization,1471-7727,600,1.857,3.299,0.000890
5288,Journal of Contemporary Criminal Justice,1043-9862,774,1.857,1.805,0.001070
5288,R & D MANAGEMENT,0033-6807,"3,046",1.857,2.985,0.001510
5288,SHOCK AND VIBRATION,1070-9622,"2,470",1.857,1.708,0.006280
5288,XENOBIOTICA,0049-8254,"3,551",1.857,1.662,0.003110
5294,Integrative Zoology,1749-4877,774,1.856,1.946,0.001900
5295,MACHINE LEARNING,0885-6125,"13,453",1.855,2.396,0.005010
5296,BEHAVIOURAL PHARMACOLOGY,0955-8810,"2,653",1.854,2.072,0.003220
5296,HIGH ALTITUDE MEDICINE & BIOLOGY,1527-0297,"1,119",1.854,1.899,0.001930
5296,JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,0895-0172,"3,586",1.854,2.708,0.003060
5299,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1380-3395,"5,306",1.853,2.170,0.004270
5299,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1380-3395,"5,306",1.853,2.170,0.004270
5299,JOURNAL OF PEDIATRIC ORTHOPAEDICS,0271-6798,"6,783",1.853,1.872,0.007670
5302,ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,0940-9602,"1,791",1.852,1.865,0.002750
5302,CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,1076-0296,"1,619",1.852,1.577,0.003020
5302,ENVIRONMENTAL VALUES,0963-2719,814,1.852,1.800,0.000760
5302,Geopolitics,1465-0045,"1,123",1.852,2.349,0.002180
5302,JOURNAL OF THERMAL STRESSES,0149-5739,"2,133",1.852,1.680,0.001830
5307,EDUCATIONAL ADMINISTRATION QUARTERLY,0013-161X,"2,103",1.851,3.289,0.001050
5307,INFRARED PHYSICS & TECHNOLOGY,1350-4495,"3,572",1.851,2.006,0.004560
5307,Marine Resource Economics,0738-1360,945,1.851,2.180,0.000670
5307,Marine Resource Economics,0738-1360,945,1.851,2.180,0.000670
5307,STATISTICS AND COMPUTING,0960-3174,"3,607",1.851,2.500,0.010030
5312,ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE,0764-583X,"2,025",1.850,2.104,0.007410
5312,MEDICAL ANTHROPOLOGY QUARTERLY,0745-5194,"1,182",1.850,1.898,0.001610
5312,PM&R,1934-1482,"2,673",1.850,2.126,0.005920
5312,Sociological Methodology,0081-1750,"2,912",1.850,4.255,0.001600
5316,BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,1521-6926,"1,301",1.849,2.263,0.002350
5317,DENTOMAXILLOFACIAL RADIOLOGY,0250-832X,"2,617",1.848,2.157,0.003500
5317,INTERNATIONAL JOURNAL OF NEUROSCIENCE,0020-7454,"3,237",1.848,1.710,0.003870
5317,Insects,2075-4450,827,1.848,Not Available,0.002750
5317,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,0021-7824,"3,100",1.848,2.164,0.011850
5317,THIRD WORLD QUARTERLY,0143-6597,"3,531",1.848,2.246,0.006310
5322,BULLETIN OF MARINE SCIENCE,0007-4977,"4,933",1.847,1.983,0.001950
5323,BIOTECHNOLOGY LETTERS,0141-5492,"9,703",1.846,1.779,0.007720
5323,ENVIRONMENTAL FLUID MECHANICS,1567-7419,959,1.846,1.779,0.002050
5325,AGING NEUROPSYCHOLOGY AND COGNITION,1382-5585,"1,083",1.845,1.892,0.001760
5325,INTERNATIONAL JOURNAL OF FOOD PROPERTIES,1094-2912,"2,725",1.845,1.610,0.002950
5325,SCIENCE & JUSTICE,1355-0306,"1,056",1.845,1.774,0.001870
5325,Structure and Infrastructure Engineering,1573-2479,"1,477",1.845,1.811,0.003250
5329,ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,0012-9593,"2,381",1.844,1.987,0.006480
5329,BioScience Trends,1881-7815,689,1.844,1.739,0.001230
5329,CANCER NURSING,0162-220X,"2,927",1.844,2.290,0.004280
5329,CANCER NURSING,0162-220X,"2,927",1.844,2.290,0.004280
5329,GEMS & GEMOLOGY,0016-626X,318,1.844,1.354,0.000380
5329,PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,1098-4402,"2,877",1.844,1.583,0.006330
5329,PLANT MOLECULAR BIOLOGY REPORTER,0735-9640,"2,996",1.844,1.857,0.004170
5336,AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,0894-9115,"5,314",1.843,2.266,0.005650
5336,BMC HEALTH SERVICES RESEARCH,1472-6963,"12,905",1.843,2.548,0.032060
5336,JOURNAL OF INTERNATIONAL ECONOMIC LAW,1369-3034,648,1.843,1.533,0.000970
5339,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,0889-5406,"13,909",1.842,2.461,0.008210
5339,ASAIO JOURNAL,1058-2916,"2,893",1.842,1.992,0.005500
5339,Noise & Health,1463-1741,"1,196",1.842,1.988,0.002020
5342,ANIMAL GENETICS,0268-9146,"3,226",1.841,2.081,0.004680
5343,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,1477-8424,166,1.840,1.357,0.000370
5343,HUMAN & EXPERIMENTAL TOXICOLOGY,0960-3271,"3,497",1.840,1.766,0.003190
5343,HUMAN MOVEMENT SCIENCE,0167-9457,"4,148",1.840,2.047,0.005450
5343,HUMAN MOVEMENT SCIENCE,0167-9457,"4,148",1.840,2.047,0.005450
5347,Myrmecological News,1994-4136,515,1.838,2.088,0.000980
5348,IET Radar Sonar and Navigation,1751-8784,"2,028",1.837,1.918,0.004870
5348,IMA JOURNAL OF NUMERICAL ANALYSIS,0272-4979,"2,187",1.837,2.000,0.006600
5348,International Journal of Integrated Care,1568-4156,924,1.837,2.387,0.001600
5348,International Journal of Integrated Care,1568-4156,924,1.837,2.387,0.001600
5348,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,1095-6670,"1,693",1.837,2.049,0.001990
